Resource ID,Longitude,Latitude,Street,City,State,Zip Code,Historic Name,Current Name,Extant,Neighborhood,Planning District,Inventory,Construction Start Year,Construction End Year,Construction Date Precision,Original Architect,Philadelphia Register Individual Designation Year,National Register Individual Designation Year,National Historic Landmark Individual Designation Year,Philadelphia Register Historic District,Photo URL,Resource URL
id,lng,lat,street,city,state,zipcode,nameHist,nameCurr,extant,neighborhood,planningDistrict,inventories,constStart,constEnd,constDateType,architects,prIndYear,nrIndYear,nhlIndYear,prDist,photo,url
601,40.05494965,-75.02080859,13 Longford St,Philadelphia,PA,19136-2028,Greenbelt Knoll,,Yes,Pennypack Woods,Lower Far Northeast,Mid-Century Modern Architectural Resources,,1958,,Montgomery & Bishop,,,,Greenbelt Knoll,,http://www.preservephiladelphia.org/historic-resources/601
602,40.05515517,-75.02103588,14 Longford St,Philadelphia,PA,19136-2028,Greenbelt Knoll,,Yes,Pennypack Woods,Lower Far Northeast,Mid-Century Modern Architectural Resources,,1958,,Montgomery & Bishop,,,,Greenbelt Knoll,,http://www.preservephiladelphia.org/historic-resources/602
603,40.05532755,-75.02119398,15 Longford St,Philadelphia,PA,19136-2028,Greenbelt Knoll,,Yes,Pennypack Woods,Lower Far Northeast,Mid-Century Modern Architectural Resources,,1958,,Montgomery & Bishop,,,,Greenbelt Knoll,,http://www.preservephiladelphia.org/historic-resources/603
604,40.0554606,-75.02142127,16 Longford St,Philadelphia,PA,19136-2028,Greenbelt Knoll,,Yes,Pennypack Woods,Lower Far Northeast,Mid-Century Modern Architectural Resources,,1958,,Montgomery & Bishop,,,,Greenbelt Knoll,,http://www.preservephiladelphia.org/historic-resources/604
605,40.05563848,-75.0214717,17 Longford St,Philadelphia,PA,19136-2028,Greenbelt Knoll,,Yes,Pennypack Woods,Lower Far Northeast,Mid-Century Modern Architectural Resources,,1958,,Montgomery & Bishop,,,,Greenbelt Knoll,,http://www.preservephiladelphia.org/historic-resources/605
606,40.05577974,-75.02170602,18 Longford St,Philadelphia,PA,19136-2028,Greenbelt Knoll,,Yes,Pennypack Woods,Lower Far Northeast,Mid-Century Modern Architectural Resources,,1958,,Montgomery & Bishop,,,,Greenbelt Knoll,,http://www.preservephiladelphia.org/historic-resources/606
607,40.05602836,-75.0218195,19 Longford St,Philadelphia,PA,19136-2028,Greenbelt Knoll,,Yes,Pennypack Woods,Lower Far Northeast,Mid-Century Modern Architectural Resources,,1958,,Montgomery & Bishop,,,,Greenbelt Knoll,,http://www.preservephiladelphia.org/historic-resources/607
608,40.0111991,-75.15855823,3715-37 N 19th St,Philadelphia,PA,,Grover Cleveland Elementary School Additions,,Yes,Tioga,North,Mid-Century Modern Architectural Resources,,1965,,Norman Rice,,,,,,http://www.preservephiladelphia.org/historic-resources/608
609,39.96179897,-75.15068839,711 Spring Garden St,Philadelphia,PA,19123-3507,Guild House,,Yes,East Poplar,Central,Mid-Century Modern Architectural Resources,,1963,,Venturi & Rauch,2004,,,,,http://www.preservephiladelphia.org/historic-resources/609
610,39.94315553,-75.14428513,113 Pine St,Philadelphia,PA,19106-4311,Halpern Residence,,Yes,Society Hill,Central,Mid-Century Modern Architectural Resources,,1965,,"Hans Egli, Wallace, McHarg, Roberts & Todd",,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/610
611,40.022936,-75.188995,3033 W School House La,Philadelphia,PA,,Hassrick House,,Yes,East Falls,Lower Northwest,Mid-Century Modern Architectural Resources,,1959,,"Thaddeus Longstreth, Richard Neutra",,,,,,http://www.preservephiladelphia.org/historic-resources/611
612,39.95299391,-75.19060135,3333 Walnut St,Philadelphia,PA,,"Hill Hall, University of Pennsylvania",Hill College House,Yes,University City,University/Southwest,Mid-Century Modern Architectural Resources,,1960,,Eero Saarinen and Associates,,,,,,http://www.preservephiladelphia.org/historic-resources/612
613,40.04100916,-75.02351894,8133 Erdrick St,Philadelphia,PA,,Holmecrest Homes,,Yes,Holmesburg,North Delaware,Mid-Century Modern Architectural Resources,,1966,,"Geddes, Brecher, Qualls, Cunningham",,,,,,http://www.preservephiladelphia.org/historic-resources/613
614,40.05555007,-75.13283162,6801 N 10th St,Philadelphia,PA,,Holy Trinity Catholic Church,Holy Trinity Byzantine Church,Yes,East Oak Lane,Upper North,Mid-Century Modern Architectural Resources,,1965,,Bellante & Clauss,,,,,,http://www.preservephiladelphia.org/historic-resources/614
615,40.03287588,-75.1446613,5301 Old York Rd,Philadelphia,PA,,Home for the Jewish Aged,,Yes,Logan,Upper North,Mid-Century Modern Architectural Resources,,1953,circa,"Demchick, Supowitz, Roth & Fleisher",,,,,,http://www.preservephiladelphia.org/historic-resources/615
616,40.05655905,-75.20989549,713 Davidson Rd,Philadelphia,PA,,Hopkins Residence,,Yes,Chestnut Hill,Upper Northwest,Mid-Century Modern Architectural Resources,,1961,,Paul F. Detweiler,,,,,,http://www.preservephiladelphia.org/historic-resources/616
617,39.94590227,-75.15231228,604-36 S Washington Sq,Philadelphia,PA,19106-4115,Hopkinson House,,Yes,Society Hill,Central,Mid-Century Modern Architectural Resources,,1962,,Stonorov & Haws,,,,Society Hill,http://pagp.webfactional.com/static/media/photos/604-36SWashingtonSq.jpg,http://www.preservephiladelphia.org/historic-resources/617
618,40.01760683,-75.1976253,4030 Apalogen Rd,Philadelphia,PA,,Horace Fleisher House,Tulipwood,Yes,East Falls,Lower Northwest,Mid-Century Modern Architectural Resources,,1954,,Roth & Fleisher,,,,,,http://www.preservephiladelphia.org/historic-resources/618
619,39.94390603,-75.16139342,501 S 12th St,Philadelphia,PA,,Horizon House,Pain Center,Yes,Washington Square West,Central,Mid-Century Modern Architectural Resources,,1968,,"Francis, Cauffman, Wilkinson & Pepper",,,,,,http://www.preservephiladelphia.org/historic-resources/619
620,39.95466846,-75.1676865,1650 Arch St,Philadelphia,PA,,INA Tower,,Yes,Logan Square,Central,Mid-Century Modern Architectural Resources,,1975,,Mitchell/Giurgola Associates,,,,,http://pagp.webfactional.com/static/media/photos/INA_web.jpg,http://www.preservephiladelphia.org/historic-resources/620
621,40.07730497,-75.20761742,8623 Germantown Ave,Philadelphia,PA,,Intercounty Savings and Loan,Sovereign Bank,Yes,Chestnut Hill,Upper Northwest,Mid-Century Modern Architectural Resources,,1958,,Jesse W. Best Jr.,,,,,,http://www.preservephiladelphia.org/historic-resources/621
622,39.95537884,-75.19693063,3701 Chestnut St,Philadelphia,PA,,"International House, University of Pennsylvania",,Yes,University City,University/Southwest,Mid-Century Modern Architectural Resources,,1970,,Bower and Fradley,,,,,http://pagp.webfactional.com/static/media/photos/3701ChestnutSt.jpg,http://www.preservephiladelphia.org/historic-resources/622
623,40.0019322,-75.22302446,2805 N 47th St,Philadelphia,PA,,Iroquois Apartment Building,,Yes,Wynnefield,West Park,Mid-Century Modern Architectural Resources,,1963,,Leon Lewis Levin,,,,,,http://www.preservephiladelphia.org/historic-resources/623
624,39.94812489,-75.17733815,2129 Cypress St,Philadelphia,PA,19103-6507,Irving Shaw House alterations,,Yes,Rittenhouse,Central,Mid-Century Modern Architectural Resources,,1959,,Louis I. Kahn,,,,Rittenhouse-Fitler,,http://www.preservephiladelphia.org/historic-resources/624
625,40.06205969,-75.21935147,719 Glengarry Rd,Philadelphia,PA,,J. Pennington Straus House,,Yes,Chestnut Hill,Upper Northwest,Mid-Century Modern Architectural Resources,,1963,,John Lane Evans,,,,,,http://www.preservephiladelphia.org/historic-resources/625
626,39.94321337,-75.14473532,127 Pine St,Philadelphia,PA,19106-4311,James McClennen House,,Yes,Society Hill,Central,Mid-Century Modern Architectural Resources,,1968,,Louis Sauer Associates,1963,,,Society Hill,http://pagp.webfactional.com/static/media/photos/127PineSt.jpg,http://www.preservephiladelphia.org/historic-resources/626
627,40.05582478,-75.07683844,1400 Cottman Ave,Philadelphia,PA,,Jardel Recreation Center,,Yes,Oxford Circle,Central Northeast,"Pride of Place Neighborhood Landmarks, Mid-Century Modern Architectural Resources",,1953,,George W. Neff,,,,,http://pagp.webfactional.com/static/media/photos/DSC_9806.jpg,http://www.preservephiladelphia.org/historic-resources/627
628,39.94713175,-75.15849345,1020 Locust St,Philadelphia,PA,,"Jefferson Hall, Thomas Jefferson University",,Yes,Washington Square West,Central,Mid-Century Modern Architectural Resources,,1963,circa,Vincent Kling & Associates,,,,,,http://www.preservephiladelphia.org/historic-resources/628
629,40.0248088,-75.17233208,5116 Pulaski Ave,Philadelphia,PA,,John B. Kelly School,,Yes,"Germantown, Southwest",Upper Northwest,Mid-Century Modern Architectural Resources,,1970,,David E. Connor,,,,,,http://www.preservephiladelphia.org/historic-resources/629
630,39.98905118,-75.14525033,720 W Cumberland St,Philadelphia,PA,,John F. Hartranft School,,Yes,Hartranft,Lower North,Mid-Century Modern Architectural Resources,,1968,,Oskar Stonorov,,,,,,http://www.preservephiladelphia.org/historic-resources/630
631,40.08137955,-75.1755806,8500 Pickering Ave,Philadelphia,PA,,John F. McCloskey School,,Yes,Cedarbrook,Upper North,Mid-Century Modern Architectural Resources,,1956,,David Supowitz,,,,,,http://www.preservephiladelphia.org/historic-resources/631
632,40.06712841,-74.98925475,3700 Morrell Ave,Philadelphia,PA,,John Hancock School,,Yes,Morrell Park,Lower Far Northeast,Mid-Century Modern Architectural Resources,,1967,,Sabatino & Fishman,,,,,,http://www.preservephiladelphia.org/historic-resources/632
633,39.94406407,-75.24216041,5900 Baltimore Ave,Philadelphia,PA,,John P. Turner Middle School,,Yes,Kingsessing,University/Southwest,Mid-Century Modern Architectural Resources,,1969,circa,Bellante & Clauss,,,,,,http://www.preservephiladelphia.org/historic-resources/633
634,39.98386486,-75.15605525,2029 N Broad St,Philadelphia,PA,,"Johnson Hall, Temple University",,Yes,Hartranft,Lower North,Mid-Century Modern Architectural Resources,,1961,circa,Nolen & Swinburne,,,,,,http://www.preservephiladelphia.org/historic-resources/634
635,40.01487932,-75.10582209,1101 E Cayuga St,Philadelphia,PA,,Juniata Park Developments (Ferko Playground),,Yes,Juniata Park,North,Mid-Century Modern Architectural Resources,,1960,circa,Ehrlich & Levinson,,,,,http://pagp.webfactional.com/static/media/photos/1101ECayugaSt.jpg,http://www.preservephiladelphia.org/historic-resources/635
636,40.05617908,-75.20946087,716 Davidson Rd,Philadelphia,PA,,Kassery Residence,,Yes,Chestnut Hill,Upper Northwest,Mid-Century Modern Architectural Resources,,1963,,Stonorov & Haws,,,,,,http://www.preservephiladelphia.org/historic-resources/636
637,40.07120643,-75.21427988,406 Rex Ave,Philadelphia,PA,,Keller Residence,,Yes,Chestnut Hill,Upper Northwest,Mid-Century Modern Architectural Resources,,1967,,William Wallace McDowell,,,,,,http://www.preservephiladelphia.org/historic-resources/637
638,39.94274353,-75.14714522,415-17 S 03rd St,Philadelphia,PA,19147-1622,Kellogg Resigence,,Yes,Society Hill,Central,Mid-Century Modern Architectural Resources,,1968,,Hans Egli,,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/638
639,40.02138615,-75.19585735,4139 Timber La,Philadelphia,PA,,Kimmel Residence,,Yes,East Falls,Lower Northwest,Mid-Century Modern Architectural Resources,,1957,,Montgomery & Bishop,,,,,,http://www.preservephiladelphia.org/historic-resources/639
640,39.93791415,-75.17634531,1133 S 20th St,Philadelphia,PA,,King David Baptist Church,,Yes,Point Breeze,South,Mid-Century Modern Architectural Resources,,1965,,James Gaskins,,,,,http://pagp.webfactional.com/static/media/photos/1133S20thSt.jpg,http://www.preservephiladelphia.org/historic-resources/640
641,39.9501733,-75.16067172,1206 Chestnut St,Philadelphia,PA,,Kinney Shoe Store,Philadelphia Federal Credit Union,Yes,Washington Square West,Central,Mid-Century Modern Architectural Resources,,1956,,William Linker,,,,,http://pagp.webfactional.com/static/media/photos/1206ChestnutSt.jpg,http://www.preservephiladelphia.org/historic-resources/641
642,40.07850447,-75.21667764,9 Waterman Ave,Philadelphia,PA,,Kirber Residence,,Yes,Chestnut Hill,Upper Northwest,Mid-Century Modern Architectural Resources,,1955,,Montgomery & Bishop,,,,,,http://www.preservephiladelphia.org/historic-resources/642
643,39.95278418,-75.18957675,3231 Walnut St,Philadelphia,PA,,"Laboratory for Research on the Structure of Matter, University of Pennsylvania",,Yes,University City,University/Southwest,Mid-Century Modern Architectural Resources,,1962,,"Martin, Stewart, Noble, Class",,,,,http://pagp.webfactional.com/static/media/photos/3231WalnutSt.jpg,http://www.preservephiladelphia.org/historic-resources/643
644,40.04668644,-75.10159352,6000 Rising Sun Ave,Philadelphia,PA,,Lawncrest Recreation Center,,Yes,Lawndale,Lower Northeast,Mid-Century Modern Architectural Resources,,1950,circa,Howell Lewis Shay and Associates,,,,,,http://www.preservephiladelphia.org/historic-resources/644
645,39.94424161,-75.14915014,313-37 Lawrence Ct,Philadelphia,PA,19106-4220,Lawrence Court,,Yes,Society Hill,Central,Mid-Century Modern Architectural Resources,,1968,,Bower and Fradley,1957,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/645
646,39.95245427,-75.20360742,4010 Locust St,Philadelphia,PA,,"Leon Levy Center for Oral Health Research, University of Pennsylvania",,Yes,University City,University/Southwest,Mid-Century Modern Architectural Resources,,1970,,"Francis, Cauffman, Wilkinson & Pepper",,,,,,http://www.preservephiladelphia.org/historic-resources/646
647,39.9484621,-75.1625263,208 S 13th St,Philadelphia,PA,,Dewey's Restaurant,Letto Deli,Yes,Washington Square West,Central,Mid-Century Modern Architectural Resources,,1955,,Armand Carroll,,,,,http://pagp.webfactional.com/static/media/photos/208S13thSt.jpg,http://www.preservephiladelphia.org/historic-resources/647
648,39.94779235,-75.16313923,1314 Locust St,Philadelphia,PA,,Library Company Annex,,Yes,Washington Square West,Central,Mid-Century Modern Architectural Resources,,1965,,"Carroll, Grisdale, Van Alen",,,,,http://pagp.webfactional.com/static/media/photos/1314LocustSt.jpg,http://www.preservephiladelphia.org/historic-resources/648
649,39.98201173,-75.1536566,1900 N 12th St,Philadelphia,PA,,"Life-Sciences Building, Temple University",,Yes,Hartranft,Lower North,Mid-Century Modern Architectural Resources,,1964,circa,Nolen & Swinburne,,,,,http://pagp.webfactional.com/static/media/photos/1900N12thSt.jpg,http://www.preservephiladelphia.org/historic-resources/649
650,39.94211228,-75.14422496,101-11 Lombard St,Philadelphia,PA,19147-1601,Lombard Condos,,Yes,Society Hill,Central,Mid-Century Modern Architectural Resources,,1977,,Louis Sauer Associates,,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/650
651,40.07221412,-75.20624139,204 Sunrise La,Philadelphia,PA,19118-3934,Margaret Esherick House,,Yes,Chestnut Hill,Upper Northwest,Mid-Century Modern Architectural Resources,,1960,,Louis I. Kahn,2009,,,,,http://www.preservephiladelphia.org/historic-resources/651
653,39.99308763,-75.14561397,813 W Lehigh Ave,Philadelphia,PA,,Martin Luther King Center,,Yes,Hartranft,North,Mid-Century Modern Architectural Resources,,1970,,Warren Beltz,,,,,http://pagp.webfactional.com/static/media/photos/813WLehighAve.jpg,http://www.preservephiladelphia.org/historic-resources/653
654,40.00348199,-75.14797485,3301 Old York Rd,Philadelphia,PA,,Mary McLeod Bethune School,,Yes,Franklinville,North,Mid-Century Modern Architectural Resources,,1970,,"Mansell, Lewis & Fugate",,,,,,http://www.preservephiladelphia.org/historic-resources/654
655,39.94312633,-75.14405965,107 Pine St,Philadelphia,PA,19106-4311,Mason Residence,,Yes,Society Hill,Central,Mid-Century Modern Architectural Resources,,1965,circa,Hans Egli,,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/655
656,39.94313826,-75.14415208,111 Pine St,Philadelphia,PA,19106-4311,Mason Residence,,Yes,Society Hill,Central,Mid-Century Modern Architectural Resources,,1965,circa,Hans Egli,1965,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/656
657,40.03997512,-75.05273621,3001 Princeton Ave,Philadelphia,PA,,Mayfair Elementary School,,Yes,Mayfair,North Delaware,Mid-Century Modern Architectural Resources,,1949,,"Baader, Young & Schultze",,,,,,http://www.preservephiladelphia.org/historic-resources/657
658,39.98350492,-75.14110934,2101 N Orkney St,Philadelphia,PA,,McKinley School,,Yes,"Kensington, West",Lower North,Mid-Century Modern Architectural Resources,,1970,,Stonorov & Haws,,,,,,http://www.preservephiladelphia.org/historic-resources/658
659,39.9646145,-75.1761701,2301 Pennsylvania Ave,Philadelphia,PA,19130-3124,Medical Clinic and Doctors Residence,,Yes,Spring Garden,Central,Mid-Century Modern Architectural Resources,,1950,,David Supowitz,,,,Spring Garden,http://pagp.webfactional.com/static/media/photos/2301PennsylvaniaAve.jpg,http://www.preservephiladelphia.org/historic-resources/659
660,40.079164,-75.22016054,9111 Crefeld St,Philadelphia,PA,,Menin Residence,,Yes,Chestnut Hill,Upper Northwest,Mid-Century Modern Architectural Resources,,1953,,William Lunt,,,,,,http://www.preservephiladelphia.org/historic-resources/660
661,39.95046853,-75.15783731,1021 Chestnut St,Philadelphia,PA,19106-4219,Mercantile Library,,Yes,Washington Square West,Central,Mid-Century Modern Architectural Resources,,1954,,"Martin, Stewart, Noble",1990,,,,,http://www.preservephiladelphia.org/historic-resources/661
662,39.95244839,-75.17421359,2019-23 Chestnut St,Philadelphia,PA,,Metropolitan YWCA Annex,,Yes,Rittenhouse,Central,Mid-Century Modern Architectural Resources,,1953,,Howell Lewis Shay and Associates,,,,,,http://www.preservephiladelphia.org/historic-resources/662
663,39.95212445,-75.19265369,210 S 34th St,Philadelphia,PA,,"Meyerson Hall, University of Pennsylvania",,Yes,University City,University/Southwest,Mid-Century Modern Architectural Resources,,1968,,"Martin, Stewart, Noble, Class",,,1972,,http://pagp.webfactional.com/static/media/photos/210S34thSt.jpg,http://www.preservephiladelphia.org/historic-resources/663
