Resource ID,Longitude,Latitude,Street,City,State,Zip Code,Historic Name,Current Name,Extant,Neighborhood,Planning District,Inventory,Construction Start Year,Construction End Year,Construction Date Precision,Original Architect,Philadelphia Register Individual Designation Year,National Register Individual Designation Year,National Historic Landmark Individual Designation Year,Philadelphia Register Historic District,Photo URL,Resource URL
id,lng,lat,street,city,state,zipcode,nameHist,nameCurr,extant,neighborhood,planningDistrict,inventories,constStart,constEnd,constDateType,architects,prIndYear,nrIndYear,nhlIndYear,prDist,photo,url
503,40.07294253,-75.20633451,201 Sunrise La,Philadelphia,PA,,Buchholt Residence,,Yes,Chestnut Hill,Upper Northwest,Mid-Century Modern Architectural Resources,,1967,,Gunter Buchholt,,,,,,http://www.preservephiladelphia.org/historic-resources/503
504,40.091056,-75.03267,"Bustleton Ave and Bowler St, NE corner",Philadelphia,PA,,Bustleton Avenue Municipal Building,,Yes,Bustleton,Upper Far Northeast,Mid-Century Modern Architectural Resources,,1955,,Oskar Stonorov,,,,,http://pagp.webfactional.com/static/media/photos/BustletonAveandBowlerStNEcorner.jpg,http://www.preservephiladelphia.org/historic-resources/504
505,40.04617742,-75.19683321,601 Carpenter La,Philadelphia,PA,,C. W. Henry School ,,Yes,"Mount Airy, West",Upper Northwest,Mid-Century Modern Architectural Resources,,1907,,,,1987,,,,http://www.preservephiladelphia.org/historic-resources/505
506,39.9450243,-75.16191834,1210-16 Pine St,Philadelphia,PA,19107-5906,Camac Village,,Yes,Washington Square West,Central,Mid-Century Modern Architectural Resources,,1963,,Frank Weise,1961,,,,,http://www.preservephiladelphia.org/historic-resources/506
507,39.94442067,-75.16220903,423-29 S Camac St,Philadelphia,PA,,Camac Village,,Yes,Washington Square West,Central,Mid-Century Modern Architectural Resources,,1963,,Frank Weise,,,,,,http://www.preservephiladelphia.org/historic-resources/507
508,40.02525838,-75.20512413,5501 Houghton St,Philadelphia,PA,,Carner Residence,,Yes,Roxborough,Lower Northwest,Mid-Century Modern Architectural Resources,,1951,,Frank Weise,,,,,http://pagp.webfactional.com/static/media/photos/Carner.jpg,http://www.preservephiladelphia.org/historic-resources/508
509,39.94454822,-75.16342836,1311 Lombard St,Philadelphia,PA,,Carriage House,,Yes,Washington Square West,Central,Mid-Century Modern Architectural Resources,,1965,circa,Frank Weise,,,,,,http://www.preservephiladelphia.org/historic-resources/509
510,39.9442143,-75.16369955,1300 Lombard St,Philadelphia,PA,,Casa Fermi Apartments,Casa Farnesi,Yes,Washington Square West,Central,Mid-Century Modern Architectural Resources,,1962,,Stonorov & Haws,,,,,http://pagp.webfactional.com/static/media/photos/1300LombardSt.jpg,http://www.preservephiladelphia.org/historic-resources/510
511,39.952172,-75.1661523,1500 Market St,Philadelphia,PA,,Centre Square,,Yes,Rittenhouse,Central,Mid-Century Modern Architectural Resources,,1973,,Vincent Kling & Associates,,,,,,http://www.preservephiladelphia.org/historic-resources/511
512,40.04488153,-75.15346431,5963 N 20th St,Philadelphia,PA,,Champlost Homes,,Yes,Ogontz,Upper North,Mid-Century Modern Architectural Resources,,1967,,"Beryl Price, George W. Neff",,,,,,http://www.preservephiladelphia.org/historic-resources/512
513,40.01884852,-75.19711601,4101 Apalogen Rd,Philadelphia,PA,,Charles Oller Residence,,Yes,East Falls,Lower Northwest,Mid-Century Modern Architectural Resources,,1955,,Frank Weise,,,,,,http://www.preservephiladelphia.org/historic-resources/513
514,39.95008285,-75.1519693,23-35 S 07th St,Philadelphia,PA,,Charles P. Mills & Son Photography,,Yes,Old City,Central,Mid-Century Modern Architectural Resources,,,,,,,,,http://pagp.webfactional.com/static/media/photos/23-35S07thSt.jpg,http://www.preservephiladelphia.org/historic-resources/514
515,39.9517479,-75.17656267,2115 Sansom St,Philadelphia,PA,,Charles Weinstein Geriatric Center,,Yes,Rittenhouse,Central,Mid-Century Modern Architectural Resources,,1959,,Herman Polss,,,,,,http://www.preservephiladelphia.org/historic-resources/515
516,40.05726822,-75.20962042,7700 McCallum St,Philadelphia,PA,,Cherokee Village Apartments,,Yes,Chestnut Hill,Upper Northwest,Mid-Century Modern Architectural Resources,,1955,,Oskar Stonorov,,,,,,http://www.preservephiladelphia.org/historic-resources/516
517,39.96074119,-75.16932461,1823-35 Callowhill St,Philadelphia,PA,,Childrens Reception Center,,Yes,Logan Square,Central,Mid-Century Modern Architectural Resources,,1950,,Roth & Fleisher,,,,,http://pagp.webfactional.com/static/media/photos/1823-35CallowhillSt.jpg,http://www.preservephiladelphia.org/historic-resources/517
518,39.98297751,-75.16109188,1600 W Norris St,Philadelphia,PA,,Claghorn Elementary School,George Washington Carver School,Yes,North Central,Lower North,Mid-Century Modern Architectural Resources,,1949,,"Baader, Young & Schultze",,,,,,http://www.preservephiladelphia.org/historic-resources/518
519,40.03187652,-75.18087621,5700 Wayne Ave,Philadelphia,PA,,Clarence Pickett Middle School,,Yes,"Germantown, West Central",Upper Northwest,Mid-Century Modern Architectural Resources,,1970,,"Geddes, Brecher, Qualls, Cunningham",,,,,,http://www.preservephiladelphia.org/historic-resources/519
520,40.05861208,-75.20911412,6 Moreland Cir,Philadelphia,PA,,Clark Residence,,Yes,Chestnut Hill,Upper Northwest,Mid-Century Modern Architectural Resources,,1969,,William Wallace McDowell,,,,,,http://www.preservephiladelphia.org/historic-resources/520
521,39.95198321,-75.19953197,3800 Locust Wlk,Philadelphia,PA,,"Class of 1920 Commons, University of Pennsylvania",,Yes,University City,University/Southwest,Mid-Century Modern Architectural Resources,,1971,,"Eshbach, Pullinger, Stevens & Bruder",,,,,http://pagp.webfactional.com/static/media/photos/3800LocustWlk.jpg,http://www.preservephiladelphia.org/historic-resources/521
522,39.950821,-75.187484,"32nd St and Walnut St, SE corner",Philadelphia,PA,,"Class of 1923 Ice Skating Rink, University of Pennsylvania",,Yes,University City,University/Southwest,Mid-Century Modern Architectural Resources,,1970,,McMillan Associates,,,,,,http://www.preservephiladelphia.org/historic-resources/522
523,39.94009014,-75.15900451,769 S 10th St,Philadelphia,PA,,Italian Merchants Savings & Loan,Conestoga Bank,Yes,Bella Vista,Central,Mid-Century Modern Architectural Resources,,1962,,Philip Mastrin,,,,,http://pagp.webfactional.com/static/media/photos/769S10thSt.jpg,http://www.preservephiladelphia.org/historic-resources/523
524,39.92310985,-75.18149627,2301 S 21st St,Philadelphia,PA,,Burton C. Simon Savings & Loan,Conestoga Bank,Yes,Girard Estates,South,Mid-Century Modern Architectural Resources,,1968,,George C. Commandaros,,,,,http://pagp.webfactional.com/static/media/photos/2301S21stSt.jpg,http://www.preservephiladelphia.org/historic-resources/524
525,39.95132416,-75.14782037,44 N 04th St,Philadelphia,PA,19106,Congregation Mikveh Israel,,Yes,Old City,Central,"Historic Religious Sites, Mid-Century Modern Architectural Resources",,1975,,"Harbeson, Hough, Livingston & Larson",,,,,,http://www.preservephiladelphia.org/historic-resources/525
526,40.02268809,-75.20693014,201 E Salaignac St,Philadelphia,PA,,Cook-Wissahickon School,,Yes,Wissahickon,Lower Northwest,Mid-Century Modern Architectural Resources,,1967,,Sabatino & Fishman,,,,,,http://www.preservephiladelphia.org/historic-resources/526
527,39.95010019,-75.15957254,1118 Chestnut St,Philadelphia,PA,,Coward Shoe Store,,Yes,Washington Square West,Central,Mid-Century Modern Architectural Resources,,1949,,Stonorov & Kahn,,,,,http://pagp.webfactional.com/static/media/photos/1118ChestnutSt.jpg,http://www.preservephiladelphia.org/historic-resources/527
528,40.06244654,-75.2017932,7615 St Martins La,Philadelphia,PA,,Cross Residence,,Yes,"Mount Airy, West",Upper Northwest,Mid-Century Modern Architectural Resources,,1958,,Edgar George Cross II,,,,,,http://www.preservephiladelphia.org/historic-resources/528
529,39.9421985,-75.14513254,421 S 02nd St,Philadelphia,PA,19147-1607,CVS,,Yes,Society Hill,Central,Mid-Century Modern Architectural Resources,,,,,1957,,,Society Hill,http://pagp.webfactional.com/static/media/photos/421S02ndSt.jpg,http://www.preservephiladelphia.org/historic-resources/529
530,39.9520256,-75.18900181,209 S 33rd St,Philadelphia,PA,,"David Rittenhouse Laboratories, University of Pennsylvania",,Yes,University City,University/Southwest,Mid-Century Modern Architectural Resources,,1967,,"Carroll, Grisdale, Van Alen",,,,,http://pagp.webfactional.com/static/media/photos/209S33rdSt.jpg,http://www.preservephiladelphia.org/historic-resources/530
531,40.04789534,-75.06117404,2230 Cottman Ave,Philadelphia,PA,,District Health Center No. 10,,Yes,Oxford Circle,Central Northeast,"Mid-Century Modern Architectural Resources, Pride of Place Neighborhood Landmarks",,1974,,Norman Rice,,,,,http://pagp.webfactional.com/static/media/photos/DSC_9854.jpg,http://www.preservephiladelphia.org/historic-resources/531
532,39.92886743,-75.16923487,1720 S Broad St,Philadelphia,PA,,District Health Center No. 2,,Yes,Newbold,South,Mid-Century Modern Architectural Resources,,1965,,Norman Rice,,,,,,http://www.preservephiladelphia.org/historic-resources/532
533,39.94881415,-75.20876445,555 S 43rd St,Philadelphia,PA,,District Health Center No. 3,,Yes,Woodland Terrace,University/Southwest,Mid-Century Modern Architectural Resources,,1957,circa,Sydney Jelinek,,,,,,http://www.preservephiladelphia.org/historic-resources/533
534,40.03799295,-75.17299033,131 E Chelten Ave,Philadelphia,PA,,District Health Center No. 9,,Yes,"Germantown, Morton",Upper Northwest,Mid-Century Modern Architectural Resources,,1956,,Bellante & Clauss,,,,,http://pagp.webfactional.com/static/media/photos/131ECheltenAve.jpg,http://www.preservephiladelphia.org/historic-resources/534
535,40.05690617,-75.2095156,709 Davidson Rd,Philadelphia,PA,,Dodge Residence,,Yes,Chestnut Hill,Upper Northwest,Mid-Century Modern Architectural Resources,,1956,,Oskar Stonorov,,,,,,http://www.preservephiladelphia.org/historic-resources/535
536,40.0623834,-75.21862284,717 Glengarry Rd,Philadelphia,PA,,Dorothy Shipley White House,,Yes,Chestnut Hill,Upper Northwest,Mid-Century Modern Architectural Resources,,1963,,Mitchell/Giurgola Associates,,,,,,http://www.preservephiladelphia.org/historic-resources/536
537,40.00959561,-75.18121346,3200 Henry Ave,Philadelphia,PA,,Eastern Pennsylvania Psychiatric Institute,,Yes,Allegheny West,North,Mid-Century Modern Architectural Resources,,1951,,"Harbeson, Hough, Livingston & Larson, Harry Sternfeld",,2007,,,,http://www.preservephiladelphia.org/historic-resources/537
538,40.06276193,-75.21399816,615 W Hartwell La,Philadelphia,PA,19118-4113,Edward Fleer House,,Yes,Chestnut Hill,Upper Northwest,Mid-Century Modern Architectural Resources,,1959,,Montgomery & Bishop,2011,,,,,http://www.preservephiladelphia.org/historic-resources/538
539,40.07884025,-75.2147248,1 Norman La,Philadelphia,PA,,Eichler Residence,,Yes,Chestnut Hill,Upper Northwest,Mid-Century Modern Architectural Resources,,1962,,William Wallace McDowell,,,,,,http://www.preservephiladelphia.org/historic-resources/539
540,39.94939123,-75.15979721,1132 Sansom St,Philadelphia,PA,,Elgins Parking Garage,,Yes,Washington Square West,Central,Mid-Century Modern Architectural Resources,,1950,,Thalheimer & Weitz,,,,,http://pagp.webfactional.com/static/media/photos/1132SansomSt.jpg,http://www.preservephiladelphia.org/historic-resources/540
541,39.94337342,-75.14424109,110-12 Delancey St,Philadelphia,PA,19106-4303,Eli Zebooker House,,Yes,Society Hill,Central,Mid-Century Modern Architectural Resources,,1968,,Mitchell/Giurgola Associates,,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/541
542,39.99687598,-75.12090752,3199 D St,Philadelphia,PA,,Elkin School,,Yes,Upper Kensington,North,Mid-Century Modern Architectural Resources,,1970,circa,Bornfriend and Cox,,,,,,http://www.preservephiladelphia.org/historic-resources/542
543,40.0553956,-75.13824456,6701 N 13th St,Philadelphia,PA,,Ellwood School,,Yes,East Oak Lane,Upper North,Mid-Century Modern Architectural Resources,,1956,,H.A. Kuljian & Company,,,,,http://pagp.webfactional.com/static/media/photos/6701N13thSt.jpg,http://www.preservephiladelphia.org/historic-resources/543
544,39.95457078,-75.15566128,133 N 10th St,Philadelphia,PA,,Engine 20 Ladder 23,,Yes,Chinatown,Central,Mid-Century Modern Architectural Resources,,1955,,"Israel Demchick, David Supowitz",,,,,http://pagp.webfactional.com/static/media/photos/Engine20.jpg,http://www.preservephiladelphia.org/historic-resources/544
545,39.93682215,-75.177013,1200 S 20th St,Philadelphia,PA,,Engine 24,,Yes,Point Breeze,South,Mid-Century Modern Architectural Resources,,1950,,"Bieberbach, Bruder & Clark",,,,,http://pagp.webfactional.com/static/media/photos/1200S20thSt.jpg,http://www.preservephiladelphia.org/historic-resources/545
546,39.93353216,-75.14804542,200 Washington Ave,Philadelphia,PA,,Engine 3,,Yes,Pennsport,South,Mid-Century Modern Architectural Resources,,1959,,"George W. Neff, Leonard Evantash",,,,,,http://www.preservephiladelphia.org/historic-resources/546
547,40.00906585,-75.19516729,4210 Ridge Ave,Philadelphia,PA,,Engine 35 Ladder 25,,Yes,East Falls,Lower Northwest,Mid-Century Modern Architectural Resources,,1958,,"Israel Demchick, David Supowitz",,,,,http://pagp.webfactional.com/static/media/photos/DSC_8762.jpg,http://www.preservephiladelphia.org/historic-resources/547
548,40.04079696,-75.03100054,7818 Frankford Ave,Philadelphia,PA,,Engine 36,,Yes,Holmesburg,North Delaware,Mid-Century Modern Architectural Resources,,1969,circa,"Demchick, Berger & Dash",,,,,,http://www.preservephiladelphia.org/historic-resources/548
549,39.97110793,-75.24049899,1201 N 61st St,Philadelphia,PA,,Engine 41 and 19th Police District,,Yes,Carroll Park,West,Mid-Century Modern Architectural Resources,,1954,,"Israel Demchick, David Supowitz",,,,,http://pagp.webfactional.com/static/media/photos/1201N61stSt.jpg,http://www.preservephiladelphia.org/historic-resources/549
550,39.9580961,-75.20747829,4225 Market St,Philadelphia,PA,,Engine 5 Ladder 6/L&I Office,,Yes,West Powelton,University/Southwest,Mid-Century Modern Architectural Resources,,1958,,"Israel Demchick, David Supowitz",,,,,,http://www.preservephiladelphia.org/historic-resources/550
551,39.96954776,-75.162815,1541 Parrish St,Philadelphia,PA,,Engine Company 13,,Yes,Francisville,Central,Mid-Century Modern Architectural Resources,,1968,,Beryl Price,,,,,,http://www.preservephiladelphia.org/historic-resources/551
552,40.07977708,-75.21620248,9012 Germantown Ave,Philadelphia,PA,,Erny & Nolen Residence,,Yes,Chestnut Hill,Upper Northwest,Mid-Century Modern Architectural Resources,,1954,,James A. Nolen,,,,,,http://www.preservephiladelphia.org/historic-resources/552
553,40.05949752,-75.15037513,6848 Ogontz Ave,Philadelphia,PA,,Ezrath Israel Synagogue,Deliverance Missions,Yes,West Oak Lane,Upper North,Mid-Century Modern Architectural Resources,,1955,circa,Herman Polss,,,,,http://pagp.webfactional.com/static/media/photos/6848OgontzAve.jpg,http://www.preservephiladelphia.org/historic-resources/553
554,40.06495553,-75.21288743,606 St Andrews Rd,Philadelphia,PA,,Farley Residence,,Yes,Chestnut Hill,Upper Northwest,Mid-Century Modern Architectural Resources,,1978,,Richard J. Farley,,,,,,http://www.preservephiladelphia.org/historic-resources/554
555,40.02195301,-75.1208382,231-37 E Wyoming Ave,Philadelphia,PA,,Feltonville Recreation Center,,Yes,Feltonville,North,Mid-Century Modern Architectural Resources,,1954,circa,"Carroll, Grisdale, Van Alen",,,,,,http://www.preservephiladelphia.org/historic-resources/555
556,40.06474026,-75.05383241,8200 Castor Ave,Philadelphia,PA,,Fidelity Trust Company,Willow Financial,Yes,Rhawnhurst,Central Northeast,Mid-Century Modern Architectural Resources,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/556
557,40.05428407,-75.00507252,9197 Frankford Ave,Philadelphia,PA,,Fire Station,,Yes,Torresdale,North Delaware,Mid-Century Modern Architectural Resources,,1966,,Supowitz & Demchick,,,,,,http://www.preservephiladelphia.org/historic-resources/557
558,39.94913378,-75.1663587,1500 Walnut St,Philadelphia,PA,,First National Bank Addition,,Yes,Rittenhouse,Central,Mid-Century Modern Architectural Resources,,1963,,Bower and Fradley,,,,,http://pagp.webfactional.com/static/media/photos/FNB_web.jpg,http://www.preservephiladelphia.org/historic-resources/558
559,40.08041588,-74.97501715,11061 Knights Rd,Philadelphia,PA,,FitzPatrick School,,Yes,Millbrook,Lower Far Northeast,Mid-Century Modern Architectural Resources,,1959,,Oskar Stonorov,,,,,,http://www.preservephiladelphia.org/historic-resources/559
560,39.9531712,-75.16733191,1601 Market St,Philadelphia,PA,,Five Penn Center,,Yes,Logan Square,Central,Mid-Century Modern Architectural Resources,,1970,,Vincent Kling & Associates,,,,,,http://www.preservephiladelphia.org/historic-resources/560
561,40.079672,-75.215014,9000 Germantown Ave,Philadelphia,PA,,Flanigan Residence,,Yes,Chestnut Hill,Upper Northwest,Mid-Century Modern Architectural Resources,,1954,,James A. Nolen,,,,,,http://www.preservephiladelphia.org/historic-resources/561
562,40.03377467,-75.13146763,5408 N 05th St,Philadelphia,PA,,Floyd M. Bishop Funeral Home,,Yes,Olney,Upper North,Mid-Century Modern Architectural Resources,,1955,,Garner & White,,,,,,http://www.preservephiladelphia.org/historic-resources/562
563,39.94903785,-75.15868306,125 S 11th St,Philadelphia,PA,19107-5001,"Foerderer Pavilion, Jefferson University",,Yes,Washington Square West,Central,Mid-Century Modern Architectural Resources,,1954,,Vincent Kling & Associates,,,,,http://pagp.webfactional.com/static/media/photos/125S11thSt.jpg,http://www.preservephiladelphia.org/historic-resources/563
564,39.95356426,-75.16726787,1600 John F Kennedy Blv,Philadelphia,PA,,Four Penn Center,,Yes,Logan Square,Central,Mid-Century Modern Architectural Resources,,1964,,Vincent Kling & Associates,,,,,,http://www.preservephiladelphia.org/historic-resources/564
565,39.94362184,-75.14626696,228-30 Delancey St,Philadelphia,PA,19106-4309,Franklin Roberts House,,Yes,Society Hill,Central,Mid-Century Modern Architectural Resources,,1968,,Mitchell/Giurgola Associates,,,,Society Hill,http://pagp.webfactional.com/static/media/photos/228-30DelanceySt.jpg,http://www.preservephiladelphia.org/historic-resources/565
566,40.05566772,-75.21074321,725 Davidson Rd,Philadelphia,PA,,Frantz Residence,,Yes,Chestnut Hill,Upper Northwest,Mid-Century Modern Architectural Resources,,1956,,Oskar Stonorov,,,,,,http://www.preservephiladelphia.org/historic-resources/566
567,40.03864468,-75.07860653,6304 Castor Ave,Philadelphia,PA,,"Free Library of Philadelphia, Bushrod Branch",,Yes,Oxford Circle,Lower Northeast,"Pride of Place Neighborhood Landmarks, Mid-Century Modern Architectural Resources",,1950,,"Sydney Martin, Harry Stewart",,,,,http://pagp.webfactional.com/static/media/photos/6304CastorAve.jpg,http://www.preservephiladelphia.org/historic-resources/567
568,40.10641545,-75.02469092,10199 Bustleton Ave,Philadelphia,PA,,"Free Library of Philadelphia, Bustleton Branch",,Yes,Somerton,Upper Far Northeast,Mid-Century Modern Architectural Resources,,1965,,Alexander Ewing and Associates,,,,,,http://www.preservephiladelphia.org/historic-resources/568
569,40.01575801,-75.08508155,4634 Frankford Ave,Philadelphia,PA,,"Free Library of Philadelphia, Frankford Branch",,Yes,Frankford,Lower Northeast,Mid-Century Modern Architectural Resources,,1959,,"Louis McAllister, Sr.",,,,,http://pagp.webfactional.com/static/media/photos/DSC_9883.jpg,http://www.preservephiladelphia.org/historic-resources/569
570,39.97012562,-75.14687743,600 W Girard Ave,Philadelphia,PA,,"Free Library of Philadelphia, Girard Avenue Branch",Ramonita de Rodriguez Branch,Yes,East Poplar,Lower North,Mid-Century Modern Architectural Resources,,1968,,"Francis, Cauffman, Wilkinson & Pepper",,,,,,http://www.preservephiladelphia.org/historic-resources/570
571,40.04612542,-75.10014117,6098 Rising Sun Ave,Philadelphia,PA,19111,"Free Library of Philadelphia, Lawncrest Branch",,Yes,Lawndale,Lower Northeast,"Mid-Century Modern Architectural Resources, Pride of Place Neighborhood Landmarks",,1960,,"Hatfield, Martin, White",,,,,http://pagp.webfactional.com/static/media/photos/6100RisingSunAve.jpg,http://www.preservephiladelphia.org/historic-resources/571
572,40.05665822,-75.18750362,6945 Germantown Ave,Philadelphia,PA,,"Free Library of Philadelphia, Lovett Memorial Branch",,Yes,"Mount Airy, East",Upper Northwest,Mid-Century Modern Architectural Resources,,1959,,Montgomery & Bishop,,,,,http://pagp.webfactional.com/static/media/photos/6945GermantownAve.jpg,http://www.preservephiladelphia.org/historic-resources/572
573,40.04809356,-75.06154765,2228 Cottman Ave,Philadelphia,PA,,"Free Library of Philadelphia, Northeast Regional Branch",,Yes,Oxford Circle,Central Northeast,"Pride of Place Neighborhood Landmarks, Mid-Century Modern Architectural Resources",,1963,,"Geddes, Brecher, Qualls, Cunningham",,,,,http://pagp.webfactional.com/static/media/photos/DSC_9858.jpg,http://www.preservephiladelphia.org/historic-resources/573
574,39.9291307,-75.16938508,1700 S Broad St,Philadelphia,PA,,"Free Library of Philadelphia, South Philadelphia Branch",,Yes,Newbold,South,Mid-Century Modern Architectural Resources,,1965,,Nolen & Swinburne,,,,,,http://www.preservephiladelphia.org/historic-resources/574
575,40.0741171,-75.03211171,9233 Roosevelt Blv,Philadelphia,PA,,"Free Library of Philadelphia, Welsh Road Branch",,Yes,Pennypack,Lower Far Northeast,Mid-Century Modern Architectural Resources,,1968,,Stonorov & Haws,,,,,,http://www.preservephiladelphia.org/historic-resources/575
576,40.06717423,-75.15765227,2000 E Washington La,Philadelphia,PA,,"Free Library of Philadelphia, West Oak Lane Branch",,Yes,West Oak Lane,Upper North,Mid-Century Modern Architectural Resources,,1956,,"Martin, Stewart, Noble",,,,,http://pagp.webfactional.com/static/media/photos/2000EWashingtonLa.jpg,http://www.preservephiladelphia.org/historic-resources/576
577,39.99512662,-75.2335165,5325 Overbrook Ave,Philadelphia,PA,,"Free Library of Philadelphia, Wynnefield Branch",,Yes,Overbrook,West Park,Mid-Century Modern Architectural Resources,,1963,,Montgomery & Bishop,,,,,,http://www.preservephiladelphia.org/historic-resources/577
578,39.8959692,-75.24626405,2901 S 84th St,Philadelphia,PA,,George Pepper School,,Yes,Eastwick,Lower Southwest,Mid-Century Modern Architectural Resources,,1974,,Caudill Rowlett Scott,,,,,,http://www.preservephiladelphia.org/historic-resources/578
579,40.0182497,-75.20011479,4165 Apalogen Rd,Philadelphia,PA,,George Starrels House,,Yes,East Falls,Lower Northwest,Mid-Century Modern Architectural Resources,,1958,,James Reid Thomson,,,,,,http://www.preservephiladelphia.org/historic-resources/579
580,40.114347,-75.02337188,11000 Bustleton Ave,Philadelphia,PA,,George Washington High School,,Yes,Somerton,Upper Far Northeast,Mid-Century Modern Architectural Resources,,1962,,"Martin, Stewart, Noble, Class",,,,,,http://www.preservephiladelphia.org/historic-resources/580
581,40.03043263,-75.17572393,5457 Wayne Ave,Philadelphia,PA,,Germantown House,,Yes,"Germantown, Penn Knox",Upper Northwest,Mid-Century Modern Architectural Resources,,1965,,Samuel I. Oshiver & Associates,,,,,,http://www.preservephiladelphia.org/historic-resources/581
582,40.01692921,-75.08416294,4700 Frankford Ave,Philadelphia,PA,,Girard Trust Corn Exchange Bank,Citizens Bank,Yes,Frankford,Lower Northeast,Mid-Century Modern Architectural Resources,,1962,,Garner & White,,,,,,http://www.preservephiladelphia.org/historic-resources/582
584,40.05114212,-75.14275797,6410 N Broad St,Philadelphia,PA,,Goldstein's Funeral Home,,Yes,West Oak Lane,Upper North,Mid-Century Modern Architectural Resources,,1960,,Sabatino & Fishman,,,,,http://pagp.webfactional.com/static/media/photos/6410NBroadSt.jpg,http://www.preservephiladelphia.org/historic-resources/584
586,39.94444655,-75.14880701,318 S 04th St,Philadelphia,PA,19106-0000,Grace Residence and Studio,,Yes,Society Hill,Central,Mid-Century Modern Architectural Resources,,1968,,"Stonorov & Haws, Hans Egli",,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/586
587,39.95437627,-75.195549,3600-50 Chestnut St,Philadelphia,PA,,"Graduate Student Housing, University of Pennsylvania",,Yes,University City,University/Southwest,Mid-Century Modern Architectural Resources,,1970,,"Richard Neutra, Bellante, Clauss, Miller & Nolen, Dion Neutra",,,,,http://pagp.webfactional.com/static/media/photos/3600-50ChestnutSt.jpg,http://www.preservephiladelphia.org/historic-resources/587
588,39.93446536,-75.19074541,2730 Dickinson St,Philadelphia,PA,,Grays Ferry Neighborhood Community Center,,Yes,Grays Ferry,South,Mid-Century Modern Architectural Resources,,1978,,Friday Architects/Planners,,,,,,http://www.preservephiladelphia.org/historic-resources/588
589,40.05607878,-75.02254598,1 Longford St,Philadelphia,PA,19136-2028,Greenbelt Knoll,,Yes,Pennypack Woods,Lower Far Northeast,Mid-Century Modern Architectural Resources,,1958,,Montgomery & Bishop,,,,Greenbelt Knoll,,http://www.preservephiladelphia.org/historic-resources/589
590,40.05585271,-75.02252969,2 Longford St,Philadelphia,PA,19136-2028,Greenbelt Knoll,,Yes,Pennypack Woods,Lower Far Northeast,Mid-Century Modern Architectural Resources,,1958,,Montgomery & Bishop,,,,Greenbelt Knoll,,http://www.preservephiladelphia.org/historic-resources/590
591,40.05565192,-75.02245403,3 Longford St,Philadelphia,PA,19136-2028,Greenbelt Knoll,,Yes,Pennypack Woods,Lower Far Northeast,Mid-Century Modern Architectural Resources,,1958,,Montgomery & Bishop,,,,Greenbelt Knoll,,http://www.preservephiladelphia.org/historic-resources/591
592,40.0554752,-75.02237476,4 Longford St,Philadelphia,PA,19136-2028,Greenbelt Knoll,,Yes,Pennypack Woods,Lower Far Northeast,Mid-Century Modern Architectural Resources,,1958,,Montgomery & Bishop,,,,Greenbelt Knoll,,http://www.preservephiladelphia.org/historic-resources/592
593,40.05522437,-75.02243977,5 Longford St,Philadelphia,PA,19136-2028,Greenbelt Knoll,,Yes,Pennypack Woods,Lower Far Northeast,Mid-Century Modern Architectural Resources,,1958,,Montgomery & Bishop,,,,Greenbelt Knoll,,http://www.preservephiladelphia.org/historic-resources/593
594,40.05519827,-75.02191331,6 Longford St,Philadelphia,PA,19136-2028,Greenbelt Knoll,,Yes,Pennypack Woods,Lower Far Northeast,Mid-Century Modern Architectural Resources,,1958,,Montgomery & Bishop,,,,Greenbelt Knoll,,http://www.preservephiladelphia.org/historic-resources/594
595,40.05494135,-75.02217133,7 Longford St,Philadelphia,PA,19136-2028,Greenbelt Knoll,,Yes,Pennypack Woods,Lower Far Northeast,Mid-Century Modern Architectural Resources,,1958,,Montgomery & Bishop,,,,Greenbelt Knoll,,http://www.preservephiladelphia.org/historic-resources/595
596,40.05486393,-75.02176122,8 Longford St,Philadelphia,PA,19136-2028,Greenbelt Knoll,,Yes,Pennypack Woods,Lower Far Northeast,Mid-Century Modern Architectural Resources,,1958,,Montgomery & Bishop,,,,Greenbelt Knoll,,http://www.preservephiladelphia.org/historic-resources/596
597,40.05466643,-75.02160947,9 Longford St,Philadelphia,PA,19136-2028,Greenbelt Knoll,,Yes,Pennypack Woods,Lower Far Northeast,Mid-Century Modern Architectural Resources,,1958,,Montgomery & Bishop,,,,Greenbelt Knoll,,http://www.preservephiladelphia.org/historic-resources/597
598,40.05450102,-75.0212958,10 Longford St,Philadelphia,PA,19136-2028,Greenbelt Knoll,,Yes,Pennypack Woods,Lower Far Northeast,Mid-Century Modern Architectural Resources,,1958,,Montgomery & Bishop,,,,Greenbelt Knoll,,http://www.preservephiladelphia.org/historic-resources/598
599,40.05452448,-75.02097944,11 Longford St,Philadelphia,PA,19136-2028,Greenbelt Knoll,,Yes,Pennypack Woods,Lower Far Northeast,Mid-Century Modern Architectural Resources,,1958,,Montgomery & Bishop,,,,Greenbelt Knoll,,http://www.preservephiladelphia.org/historic-resources/599
600,40.05474487,-75.02068345,12 Longford St,Philadelphia,PA,19136-2028,Greenbelt Knoll,,Yes,Pennypack Woods,Lower Far Northeast,Mid-Century Modern Architectural Resources,,1958,,Montgomery & Bishop,,,,Greenbelt Knoll,,http://www.preservephiladelphia.org/historic-resources/600
